economy,period
Mauritania,2020Q03
Mauritius,2020Q03
Mayotte,2020Q03
Mexico,2020Q03
Micronesia (Federated States of),2020Q03
Montenegro,2020Q03
Montserrat,2020Q03
Morocco,2020Q03
Mozambique,2020Q03
Myanmar,2020Q03
Namibia,2020Q03
Nauru,2020Q03
Netherlands (Kingdom of the),2020Q03
Netherlands Antilles,2020Q03
New Caledonia,2020Q03
New Zealand,2020Q03
Nicaragua,2020Q03
Nigeria,2020Q03
Norfolk Island,2020Q03
Northern Mariana Islands,2020Q03
Norway,2020Q03
Oman,2020Q03
Pakistan,2020Q03
Palau,2020Q03
Panama,2020Q03
Papua New Guinea,2020Q03
Paraguay,2020Q03
Peru,2020Q03
Philippines,2020Q03
Poland,2020Q03
Portugal,2020Q03
Puerto Rico,2020Q03
Qatar,2020Q03
Republic of Korea,2020Q03
Republic of Moldova,2020Q03
Reunion,2020Q03
Romania,2020Q03
Russian Federation,2020Q03
Saint Kitts and Nevis,2020Q03
Saint Lucia,2020Q03
Saint Vincent and the Grenadines,2020Q03
Samoa,2020Q03
Sao Tome and Principe,2020Q03
Saudi Arabia,2020Q03
Senegal,2020Q03
Serbia and Montenegro,2020Q03
Seychelles,2020Q03
Sierra Leone,2020Q03
Singapore,2020Q03
Sint Maarten (Dutch part),2020Q03
Slovenia,2020Q03
Solomon Islands,2020Q03
Somalia,2020Q03
South Africa,2020Q03
Spain,2020Q03
Sri Lanka,2020Q03
Sudan,2020Q03
Sudan (...2011),2020Q03
Suriname,2020Q03
Sweden,2020Q03
Syrian Arab Republic,2020Q03
Thailand,2020Q03
Timor-Leste,2020Q03
Togo,2020Q03
Tonga,2020Q03
Trinidad and Tobago,2020Q03
Tunisia,2020Q03
Turkiye,2020Q03
Turks and Caicos Islands,2020Q03
Tuvalu,2020Q03
Ukraine,2020Q03
United Arab Emirates,2020Q03
United Kingdom,2020Q03
United Republic of Tanzania,2020Q03
United States,2020Q03
United States Virgin Islands,2020Q03
Uruguay,2020Q03
Vanuatu,2020Q03
Venezuela (Bolivarian Rep. of),2020Q03
Viet Nam,2020Q03
Wallis and Futuna Islands,2020Q03
Yemen,2020Q03
Albania,2020Q04
Algeria,2020Q04
American Samoa,2020Q04
Angola,2020Q04
Anguilla,2020Q04
Antigua and Barbuda,2020Q04
Argentina,2020Q04
Aruba,2020Q04
Australia,2020Q04
Bahamas,2020Q04
Bahrain,2020Q04
Bangladesh,2020Q04
Barbados,2020Q04
Belgium,2020Q04
Belize,2020Q04
Benin,2020Q04
Bermuda,2020Q04
"Bonaire, Sint Eustatius and Saba",2020Q04
Brazil,2020Q04
British Virgin Islands,2020Q04
Brunei Darussalam,2020Q04
Bulgaria,2020Q04
Cabo Verde,2020Q04
Cambodia,2020Q04
Cameroon,2020Q04
Canada,2020Q04
Cayman Islands,2020Q04
Chile,2020Q04
China,2020Q04
"China, Hong Kong SAR",2020Q04
"China, Taiwan Province of",2020Q04
Christmas Island,2020Q04
Colombia,2020Q04
Comoros,2020Q04
Congo,2020Q04
Cook Islands,2020Q04
Costa Rica,2020Q04
Cote d'Ivoire,2020Q04
Croatia,2020Q04
Cuba,2020Q04
Curacao,2020Q04
Cyprus,2020Q04
Dem. Rep. of the Congo,2020Q04
Denmark,2020Q04
Djibouti,2020Q04
Dominica,2020Q04
Dominican Republic,2020Q04
Ecuador,2020Q04
Egypt,2020Q04
El Salvador,2020Q04
Equatorial Guinea,2020Q04
Eritrea,2020Q04
Estonia,2020Q04
Faroe Islands,2020Q04
Fiji,2020Q04
Finland,2020Q04
France,2020Q04
French Guiana,2020Q04
French Polynesia,2020Q04
Gabon,2020Q04
Gambia,2020Q04
Georgia,2020Q04
Germany,2020Q04
Ghana,2020Q04
Gibraltar,2020Q04
Greece,2020Q04
Greenland,2020Q04
Grenada,2020Q04
Guadeloupe,2020Q04
Guam,2020Q04
Guatemala,2020Q04
Guinea,2020Q04
Guinea-Bissau,2020Q04
Guyana,2020Q04
Haiti,2020Q04
Honduras,2020Q04
Iceland,2020Q04
India,2020Q04
Indonesia,2020Q04
Iran (Islamic Republic of),2020Q04
Iraq,2020Q04
Ireland,2020Q04
Israel,2020Q04
Italy,2020Q04
Jamaica,2020Q04
Japan,2020Q04
Jordan,2020Q04
Kenya,2020Q04
Kiribati,2020Q04
Kuwait,2020Q04
Latvia,2020Q04
Lebanon,2020Q04
Liberia,2020Q04
Libya,2020Q04
Lithuania,2020Q04
Madagascar,2020Q04
Malaysia,2020Q04
Maldives,2020Q04
Malta,2020Q04
Marshall Islands,2020Q04
Martinique,2020Q04
Mauritania,2020Q04
Mauritius,2020Q04
Mayotte,2020Q04
Mexico,2020Q04
Micronesia (Federated States of),2020Q04
Montenegro,2020Q04
Montserrat,2020Q04
Morocco,2020Q04
Mozambique,2020Q04
Myanmar,2020Q04
Namibia,2020Q04
Netherlands (Kingdom of the),2020Q04
Netherlands Antilles,2020Q04
New Caledonia,2020Q04
New Zealand,2020Q04
Nicaragua,2020Q04
Nigeria,2020Q04
Niue,2020Q04
Norfolk Island,2020Q04
Northern Mariana Islands,2020Q04
Norway,2020Q04
Oman,2020Q04
Pakistan,2020Q04
Palau,2020Q04
Panama,2020Q04
Papua New Guinea,2020Q04
Paraguay,2020Q04
Peru,2020Q04
Philippines,2020Q04
Poland,2020Q04
Portugal,2020Q04
Puerto Rico,2020Q04
Qatar,2020Q04
Republic of Korea,2020Q04
Republic of Moldova,2020Q04
Reunion,2020Q04
Romania,2020Q04
Russian Federation,2020Q04
Saint Kitts and Nevis,2020Q04
Saint Lucia,2020Q04
Saint Vincent and the Grenadines,2020Q04
Samoa,2020Q04
Sao Tome and Principe,2020Q04
Saudi Arabia,2020Q04
Senegal,2020Q04
Serbia and Montenegro,2020Q04
Seychelles,2020Q04
Sierra Leone,2020Q04
Singapore,2020Q04
Sint Maarten (Dutch part),2020Q04
Slovenia,2020Q04
Solomon Islands,2020Q04
Somalia,2020Q04
South Africa,2020Q04
Spain,2020Q04
Sri Lanka,2020Q04
Sudan,2020Q04
Sudan (...2011),2020Q04
Suriname,2020Q04
Sweden,2020Q04
Syrian Arab Republic,2020Q04
Thailand,2020Q04
Timor-Leste,2020Q04
Togo,2020Q04
Tonga,2020Q04
Trinidad and Tobago,2020Q04
Tunisia,2020Q04
Turkiye,2020Q04
Turks and Caicos Islands,2020Q04
Tuvalu,2020Q04
Ukraine,2020Q04
United Arab Emirates,2020Q04
United Kingdom,2020Q04
United Republic of Tanzania,2020Q04
United States,2020Q04
United States Virgin Islands,2020Q04
Uruguay,2020Q04
Vanuatu,2020Q04
Venezuela (Bolivarian Rep. of),2020Q04
Viet Nam,2020Q04
Yemen,2020Q04
Albania,2021Q01
Algeria,2021Q01
American Samoa,2021Q01
Angola,2021Q01
Anguilla,2021Q01
Antigua and Barbuda,2021Q01
Argentina,2021Q01
Aruba,2021Q01
Australia,2021Q01
Bahamas,2021Q01
Bahrain,2021Q01
Bangladesh,2021Q01
Barbados,2021Q01
Belgium,2021Q01
Belize,2021Q01
Benin,2021Q01
Bermuda,2021Q01
"Bonaire, Sint Eustatius and Saba",2021Q01
Brazil,2021Q01
British Virgin Islands,2021Q01
Brunei Darussalam,2021Q01
Bulgaria,2021Q01
Cabo Verde,2021Q01
Cambodia,2021Q01
Cameroon,2021Q01
Canada,2021Q01
Cayman Islands,2021Q01
Chile,2021Q01
China,2021Q01
"China, Hong Kong SAR",2021Q01
"China, Taiwan Province of",2021Q01
Christmas Island,2021Q01
Colombia,2021Q01
Comoros,2021Q01
Congo,2021Q01
Cook Islands,2021Q01
Costa Rica,2021Q01
Cote d'Ivoire,2021Q01
Croatia,2021Q01
Cuba,2021Q01
Curacao,2021Q01
Cyprus,2021Q01
Dem. Rep. of the Congo,2021Q01
Denmark,2021Q01
Djibouti,2021Q01
Dominica,2021Q01
Dominican Republic,2021Q01
Ecuador,2021Q01
Egypt,2021Q01
El Salvador,2021Q01
Equatorial Guinea,2021Q01
Eritrea,2021Q01
Estonia,2021Q01
Faroe Islands,2021Q01
Fiji,2021Q01
Finland,2021Q01
France,2021Q01
French Guiana,2021Q01
French Polynesia,2021Q01
Gabon,2021Q01
Gambia,2021Q01
Georgia,2021Q01
Germany,2021Q01
Ghana,2021Q01
Gibraltar,2021Q01
Greece,2021Q01
Greenland,2021Q01
Grenada,2021Q01
Guadeloupe,2021Q01
Guam,2021Q01
Guatemala,2021Q01
Guinea,2021Q01
Guinea-Bissau,2021Q01
Guyana,2021Q01
Haiti,2021Q01
Honduras,2021Q01
Iceland,2021Q01
India,2021Q01
Indonesia,2021Q01
Iran (Islamic Republic of),2021Q01
Iraq,2021Q01
Ireland,2021Q01
Israel,2021Q01
Italy,2021Q01
Jamaica,2021Q01
Japan,2021Q01
Jordan,2021Q01
Kenya,2021Q01
Kiribati,2021Q01
Kuwait,2021Q01
Latvia,2021Q01
Lebanon,2021Q01
Liberia,2021Q01
Libya,2021Q01
Lithuania,2021Q01
Madagascar,2021Q01
Malaysia,2021Q01
Maldives,2021Q01
Malta,2021Q01
Marshall Islands,2021Q01
Martinique,2021Q01
Mauritania,2021Q01
Mauritius,2021Q01
Mayotte,2021Q01
Mexico,2021Q01
Micronesia (Federated States of),2021Q01
Montenegro,2021Q01
Montserrat,2021Q01
Morocco,2021Q01
Mozambique,2021Q01
Myanmar,2021Q01
Namibia,2021Q01
Netherlands (Kingdom of the),2021Q01
Netherlands Antilles,2021Q01
New Caledonia,2021Q01
New Zealand,2021Q01
Nicaragua,2021Q01
Nigeria,2021Q01
Niue,2021Q01
Norfolk Island,2021Q01
Northern Mariana Islands,2021Q01
Norway,2021Q01
Oman,2021Q01
Pakistan,2021Q01
Palau,2021Q01
Panama,2021Q01
Papua New Guinea,2021Q01
Paraguay,2021Q01
Peru,2021Q01
Philippines,2021Q01
Poland,2021Q01
Portugal,2021Q01
Puerto Rico,2021Q01
Qatar,2021Q01
Republic of Korea,2021Q01
Republic of Moldova,2021Q01
Reunion,2021Q01
Romania,2021Q01
Russian Federation,2021Q01
Saint Kitts and Nevis,2021Q01
Saint Lucia,2021Q01
Saint Vincent and the Grenadines,2021Q01
Samoa,2021Q01
Sao Tome and Principe,2021Q01
Saudi Arabia,2021Q01
Senegal,2021Q01
Serbia and Montenegro,2021Q01
Seychelles,2021Q01
Sierra Leone,2021Q01
Singapore,2021Q01
Sint Maarten (Dutch part),2021Q01
Slovenia,2021Q01
Solomon Islands,2021Q01
Somalia,2021Q01
South Africa,2021Q01
Spain,2021Q01
Sri Lanka,2021Q01
Sudan,2021Q01
Sudan (...2011),2021Q01
Suriname,2021Q01
Sweden,2021Q01
Syrian Arab Republic,2021Q01
Thailand,2021Q01
Timor-Leste,2021Q01
Togo,2021Q01
Tonga,2021Q01
Trinidad and Tobago,2021Q01
Tunisia,2021Q01
Turkiye,2021Q01
Turks and Caicos Islands,2021Q01
Tuvalu,2021Q01
Ukraine,2021Q01
United Arab Emirates,2021Q01
United Kingdom,2021Q01
United Republic of Tanzania,2021Q01
United States,2021Q01
United States Virgin Islands,2021Q01
Uruguay,2021Q01
Vanuatu,2021Q01
Venezuela (Bolivarian Rep. of),2021Q01
Viet Nam,2021Q01
Yemen,2021Q01
Albania,2021Q02
Algeria,2021Q02
American Samoa,2021Q02
Angola,2021Q02
Anguilla,2021Q02
Antigua and Barbuda,2021Q02
Argentina,2021Q02
Aruba,2021Q02
Australia,2021Q02
Bahamas,2021Q02
Bahrain,2021Q02
Bangladesh,2021Q02
Barbados,2021Q02
Belgium,2021Q02
Belize,2021Q02
Benin,2021Q02
Bermuda,2021Q02
"Bonaire, Sint Eustatius and Saba",2021Q02
Brazil,2021Q02
British Virgin Islands,2021Q02
Brunei Darussalam,2021Q02
Bulgaria,2021Q02
Cabo Verde,2021Q02
Cambodia,2021Q02
Cameroon,2021Q02
Canada,2021Q02
Cayman Islands,2021Q02
Chile,2021Q02
China,2021Q02
"China, Hong Kong SAR",2021Q02
"China, Taiwan Province of",2021Q02
Christmas Island,2021Q02
Colombia,2021Q02
Comoros,2021Q02
Congo,2021Q02
Cook Islands,2021Q02
Costa Rica,2021Q02
Cote d'Ivoire,2021Q02
Croatia,2021Q02
Cuba,2021Q02
Curacao,2021Q02
Cyprus,2021Q02
Dem. Rep. of the Congo,2021Q02
Denmark,2021Q02
Djibouti,2021Q02
Dominica,2021Q02
Dominican Republic,2021Q02
Ecuador,2021Q02
Egypt,2021Q02
El Salvador,2021Q02
Equatorial Guinea,2021Q02
Eritrea,2021Q02
Estonia,2021Q02
Faroe Islands,2021Q02
Fiji,2021Q02
Finland,2021Q02
France,2021Q02
French Guiana,2021Q02
French Polynesia,2021Q02
Gabon,2021Q02
Gambia,2021Q02
Georgia,2021Q02
Germany,2021Q02
Ghana,2021Q02
Gibraltar,2021Q02
Greece,2021Q02
Greenland,2021Q02
Grenada,2021Q02
Guadeloupe,2021Q02
Guam,2021Q02
Guatemala,2021Q02
Guinea,2021Q02
Guinea-Bissau,2021Q02
Guyana,2021Q02
Haiti,2021Q02
Honduras,2021Q02
Iceland,2021Q02
India,2021Q02
Indonesia,2021Q02
Iran (Islamic Republic of),2021Q02
Iraq,2021Q02
Ireland,2021Q02
Israel,2021Q02
Italy,2021Q02
Jamaica,2021Q02
Japan,2021Q02
Jordan,2021Q02
Kenya,2021Q02
Kiribati,2021Q02
Kuwait,2021Q02
Latvia,2021Q02
Lebanon,2021Q02
Liberia,2021Q02
Libya,2021Q02
Lithuania,2021Q02
Madagascar,2021Q02
Malaysia,2021Q02
Maldives,2021Q02
Malta,2021Q02
Marshall Islands,2021Q02
Martinique,2021Q02
Mauritania,2021Q02
Mauritius,2021Q02
Mayotte,2021Q02
Mexico,2021Q02
Micronesia (Federated States of),2021Q02
Montenegro,2021Q02
Montserrat,2021Q02
Morocco,2021Q02
Mozambique,2021Q02
Myanmar,2021Q02
Namibia,2021Q02
Netherlands (Kingdom of the),2021Q02
Netherlands Antilles,2021Q02
New Caledonia,2021Q02
New Zealand,2021Q02
Nicaragua,2021Q02
Nigeria,2021Q02
Niue,2021Q02
Norfolk Island,2021Q02
Northern Mariana Islands,2021Q02
Norway,2021Q02
Oman,2021Q02
Pakistan,2021Q02
Palau,2021Q02
Panama,2021Q02
Papua New Guinea,2021Q02
Paraguay,2021Q02
Peru,2021Q02
Philippines,2021Q02
Poland,2021Q02
Portugal,2021Q02
Puerto Rico,2021Q02
Qatar,2021Q02
Republic of Korea,2021Q02
Republic of Moldova,2021Q02
Reunion,2021Q02
Romania,2021Q02
Russian Federation,2021Q02
Saint Kitts and Nevis,2021Q02
Saint Lucia,2021Q02
Saint Vincent and the Grenadines,2021Q02
Samoa,2021Q02
Sao Tome and Principe,2021Q02
Saudi Arabia,2021Q02
Senegal,2021Q02
Serbia and Montenegro,2021Q02
Seychelles,2021Q02
Sierra Leone,2021Q02
Singapore,2021Q02
Sint Maarten (Dutch part),2021Q02
Slovenia,2021Q02
Solomon Islands,2021Q02
Somalia,2021Q02
South Africa,2021Q02
Spain,2021Q02
Sri Lanka,2021Q02
Sudan,2021Q02
Sudan (...2011),2021Q02
Suriname,2021Q02
Sweden,2021Q02
Syrian Arab Republic,2021Q02
Thailand,2021Q02
Timor-Leste,2021Q02
Togo,2021Q02
Tonga,2021Q02
Trinidad and Tobago,2021Q02
Tunisia,2021Q02
Turkiye,2021Q02
Turks and Caicos Islands,2021Q02
Tuvalu,2021Q02
Ukraine,2021Q02
United Arab Emirates,2021Q02
United Kingdom,2021Q02
United Republic of Tanzania,2021Q02
United States,2021Q02
United States Virgin Islands,2021Q02
Uruguay,2021Q02
Vanuatu,2021Q02
Venezuela (Bolivarian Rep. of),2021Q02
Viet Nam,2021Q02
Yemen,2021Q02
Albania,2021Q03
Algeria,2021Q03
American Samoa,2021Q03
Angola,2021Q03
Anguilla,2021Q03
Antigua and Barbuda,2021Q03
Argentina,2021Q03
Aruba,2021Q03
Australia,2021Q03
Bahamas,2021Q03
Bahrain,2021Q03
Bangladesh,2021Q03
Barbados,2021Q03
Belgium,2021Q03
Belize,2021Q03
Benin,2021Q03
Bermuda,2021Q03
"Bonaire, Sint Eustatius and Saba",2021Q03
Brazil,2021Q03
British Virgin Islands,2021Q03
Brunei Darussalam,2021Q03
Bulgaria,2021Q03
Cabo Verde,2021Q03
Cambodia,2021Q03
Cameroon,2021Q03
Canada,2021Q03
Cayman Islands,2021Q03
Chile,2021Q03
China,2021Q03
"China, Hong Kong SAR",2021Q03
"China, Taiwan Province of",2021Q03
Christmas Island,2021Q03
Colombia,2021Q03
Comoros,2021Q03
Congo,2021Q03
Cook Islands,2021Q03
Costa Rica,2021Q03
Cote d'Ivoire,2021Q03
Croatia,2021Q03
Cuba,2021Q03
Curacao,2021Q03
Cyprus,2021Q03
Dem. Rep. of the Congo,2021Q03
Denmark,2021Q03
Djibouti,2021Q03
Dominica,2021Q03
Dominican Republic,2021Q03
Ecuador,2021Q03
Egypt,2021Q03
El Salvador,2021Q03
Equatorial Guinea,2021Q03
Eritrea,2021Q03
Estonia,2021Q03
Faroe Islands,2021Q03
Fiji,2021Q03
Finland,2021Q03
France,2021Q03
French Guiana,2021Q03
French Polynesia,2021Q03
Gabon,2021Q03
Gambia,2021Q03
Georgia,2021Q03
Germany,2021Q03
Ghana,2021Q03
Gibraltar,2021Q03
Greece,2021Q03
Greenland,2021Q03
Grenada,2021Q03
Guadeloupe,2021Q03
Guam,2021Q03
Guatemala,2021Q03
Guinea,2021Q03
Guinea-Bissau,2021Q03
Guyana,2021Q03
Haiti,2021Q03
Honduras,2021Q03
Iceland,2021Q03
India,2021Q03
Indonesia,2021Q03
Iran (Islamic Republic of),2021Q03
Iraq,2021Q03
Ireland,2021Q03
Israel,2021Q03
Italy,2021Q03
Jamaica,2021Q03
Japan,2021Q03
Jordan,2021Q03
Kenya,2021Q03
Kiribati,2021Q03
Kuwait,2021Q03
Latvia,2021Q03
Lebanon,2021Q03
Liberia,2021Q03
Libya,2021Q03
Lithuania,2021Q03
Madagascar,2021Q03
Malaysia,2021Q03
Maldives,2021Q03
Malta,2021Q03
Marshall Islands,2021Q03
Martinique,2021Q03
Mauritania,2021Q03
Mauritius,2021Q03
Mayotte,2021Q03
Mexico,2021Q03
Micronesia (Federated States of),2021Q03
Montenegro,2021Q03
Montserrat,2021Q03
Morocco,2021Q03
Mozambique,2021Q03
Myanmar,2021Q03
Namibia,2021Q03
Netherlands (Kingdom of the),2021Q03
Netherlands Antilles,2021Q03
New Caledonia,2021Q03
New Zealand,2021Q03
Nicaragua,2021Q03
Nigeria,2021Q03
Niue,2021Q03
Norfolk Island,2021Q03
Northern Mariana Islands,2021Q03
Norway,2021Q03
Oman,2021Q03
Pakistan,2021Q03
Palau,2021Q03
Panama,2021Q03
Papua New Guinea,2021Q03
Paraguay,2021Q03
Peru,2021Q03
Philippines,2021Q03
Poland,2021Q03
Portugal,2021Q03
Puerto Rico,2021Q03
Qatar,2021Q03
Republic of Korea,2021Q03
Reunion,2021Q03
Romania,2021Q03
Russian Federation,2021Q03
Saint Kitts and Nevis,2021Q03
Saint Lucia,2021Q03
Saint Vincent and the Grenadines,2021Q03
Samoa,2021Q03
Sao Tome and Principe,2021Q03
Saudi Arabia,2021Q03
Senegal,2021Q03
Serbia and Montenegro,2021Q03
Seychelles,2021Q03
Sierra Leone,2021Q03
Singapore,2021Q03
Sint Maarten (Dutch part),2021Q03
Slovenia,2021Q03
Solomon Islands,2021Q03
Somalia,2021Q03
South Africa,2021Q03
Spain,2021Q03
Sri Lanka,2021Q03
Sudan,2021Q03
Sudan (...2011),2021Q03
Suriname,2021Q03
Sweden,2021Q03
Syrian Arab Republic,2021Q03
Thailand,2021Q03
Timor-Leste,2021Q03
Togo,2021Q03
Tonga,2021Q03
Trinidad and Tobago,2021Q03
Tunisia,2021Q03
Turkiye,2021Q03
Turks and Caicos Islands,2021Q03
Tuvalu,2021Q03
Ukraine,2021Q03
United Arab Emirates,2021Q03
United Kingdom,2021Q03
United Republic of Tanzania,2021Q03
United States,2021Q03
United States Virgin Islands,2021Q03
Uruguay,2021Q03
Vanuatu,2021Q03
Venezuela (Bolivarian Rep. of),2021Q03
Viet Nam,2021Q03
Yemen,2021Q03
Albania,2021Q04
Algeria,2021Q04
American Samoa,2021Q04
Angola,2021Q04
Antigua and Barbuda,2021Q04
Argentina,2021Q04
Aruba,2021Q04
Australia,2021Q04
Bahamas,2021Q04
Bahrain,2021Q04
Bangladesh,2021Q04
Barbados,2021Q04
Belgium,2021Q04
Belize,2021Q04
Benin,2021Q04
Bermuda,2021Q04
"Bonaire, Sint Eustatius and Saba",2021Q04
Brazil,2021Q04
British Virgin Islands,2021Q04
Brunei Darussalam,2021Q04
Bulgaria,2021Q04
Cabo Verde,2021Q04
Cambodia,2021Q04
Cameroon,2021Q04
Canada,2021Q04
Cayman Islands,2021Q04
Chile,2021Q04
China,2021Q04
"China, Hong Kong SAR",2021Q04
"China, Taiwan Province of",2021Q04
Christmas Island,2021Q04
Colombia,2021Q04
Comoros,2021Q04
Congo,2021Q04
Cook Islands,2021Q04
Costa Rica,2021Q04
Cote d'Ivoire,2021Q04
Croatia,2021Q04
Cuba,2021Q04
Curacao,2021Q04
Cyprus,2021Q04
Dem. Rep. of the Congo,2021Q04
Denmark,2021Q04
Djibouti,2021Q04
Dominica,2021Q04
Dominican Republic,2021Q04
Ecuador,2021Q04
Egypt,2021Q04
El Salvador,2021Q04
Equatorial Guinea,2021Q04
Eritrea,2021Q04
Estonia,2021Q04
Faroe Islands,2021Q04
Fiji,2021Q04
Finland,2021Q04
France,2021Q04
French Guiana,2021Q04
French Polynesia,2021Q04
Gabon,2021Q04
Gambia,2021Q04
Georgia,2021Q04
Germany,2021Q04
Ghana,2021Q04
Gibraltar,2021Q04
Greece,2021Q04
Greenland,2021Q04
Grenada,2021Q04
Guadeloupe,2021Q04
Guam,2021Q04
Guatemala,2021Q04
Guernsey,2021Q04
Guinea,2021Q04
Guinea-Bissau,2021Q04
Guyana,2021Q04
Haiti,2021Q04
Honduras,2021Q04
Iceland,2021Q04
India,2021Q04
Indonesia,2021Q04
Iran (Islamic Republic of),2021Q04
Iraq,2021Q04
Ireland,2021Q04
Israel,2021Q04
Italy,2021Q04
Jamaica,2021Q04
Japan,2021Q04
Jersey,2021Q04
Jordan,2021Q04
Kenya,2021Q04
Kiribati,2021Q04
Kuwait,2021Q04
Latvia,2021Q04
Lebanon,2021Q04
Liberia,2021Q04
Libya,2021Q04
Lithuania,2021Q04
Madagascar,2021Q04
Malaysia,2021Q04
Maldives,2021Q04
Malta,2021Q04
Marshall Islands,2021Q04
Martinique,2021Q04
Mauritania,2021Q04
Mauritius,2021Q04
Mayotte,2021Q04
Mexico,2021Q04
Micronesia (Federated States of),2021Q04
Montenegro,2021Q04
Morocco,2021Q04
Mozambique,2021Q04
Myanmar,2021Q04
Namibia,2021Q04
Netherlands (Kingdom of the),2021Q04
Netherlands Antilles,2021Q04
New Caledonia,2021Q04
New Zealand,2021Q04
Nicaragua,2021Q04
Nigeria,2021Q04
Niue,2021Q04
Norfolk Island,2021Q04
Northern Mariana Islands,2021Q04
Norway,2021Q04
Oman,2021Q04
Pakistan,2021Q04
Palau,2021Q04
Panama,2021Q04
Papua New Guinea,2021Q04
Paraguay,2021Q04
Peru,2021Q04
Philippines,2021Q04
Poland,2021Q04
Portugal,2021Q04
Puerto Rico,2021Q04
Qatar,2021Q04
Republic of Korea,2021Q04
Reunion,2021Q04
Romania,2021Q04
Russian Federation,2021Q04
Saint Kitts and Nevis,2021Q04
Saint Lucia,2021Q04
Saint Vincent and the Grenadines,2021Q04
Samoa,2021Q04
Sao Tome and Principe,2021Q04
Saudi Arabia,2021Q04
Senegal,2021Q04
Serbia and Montenegro,2021Q04
Seychelles,2021Q04
Sierra Leone,2021Q04
Singapore,2021Q04
Sint Maarten (Dutch part),2021Q04
Slovenia,2021Q04
Solomon Islands,2021Q04
Somalia,2021Q04
South Africa,2021Q04
Spain,2021Q04
Sri Lanka,2021Q04
Sudan,2021Q04
Sudan (...2011),2021Q04
Suriname,2021Q04
Sweden,2021Q04
Syrian Arab Republic,2021Q04
Thailand,2021Q04
Timor-Leste,2021Q04
Togo,2021Q04
Tonga,2021Q04
Trinidad and Tobago,2021Q04
Tunisia,2021Q04
Turkiye,2021Q04
Turks and Caicos Islands,2021Q04
Tuvalu,2021Q04
Ukraine,2021Q04
United Arab Emirates,2021Q04
United Kingdom,2021Q04
United Republic of Tanzania,2021Q04
United States,2021Q04
United States Virgin Islands,2021Q04
Uruguay,2021Q04
Vanuatu,2021Q04
Venezuela (Bolivarian Rep. of),2021Q04
Viet Nam,2021Q04
Yemen,2021Q04
Albania,2022Q01
Algeria,2022Q01
American Samoa,2022Q01
Angola,2022Q01
Antigua and Barbuda,2022Q01
Argentina,2022Q01
Aruba,2022Q01
Australia,2022Q01
Bahamas,2022Q01
Bahrain,2022Q01
Bangladesh,2022Q01
Barbados,2022Q01
Belgium,2022Q01
Belize,2022Q01
Benin,2022Q01
Bermuda,2022Q01
"Bonaire, Sint Eustatius and Saba",2022Q01
Brazil,2022Q01
British Virgin Islands,2022Q01
Brunei Darussalam,2022Q01
Bulgaria,2022Q01
Cabo Verde,2022Q01
Cambodia,2022Q01
Cameroon,2022Q01
Canada,2022Q01
Cayman Islands,2022Q01
Chile,2022Q01
China,2022Q01
"China, Hong Kong SAR",2022Q01
"China, Taiwan Province of",2022Q01
Christmas Island,2022Q01
Colombia,2022Q01
Comoros,2022Q01
Congo,2022Q01
Cook Islands,2022Q01
Costa Rica,2022Q01
Cote d'Ivoire,2022Q01
Croatia,2022Q01
Cuba,2022Q01
Curacao,2022Q01
Cyprus,2022Q01
Dem. Rep. of the Congo,2022Q01
Denmark,2022Q01
Djibouti,2022Q01
Dominica,2022Q01
Dominican Republic,2022Q01
Ecuador,2022Q01
Egypt,2022Q01
El Salvador,2022Q01
Equatorial Guinea,2022Q01
Eritrea,2022Q01
Estonia,2022Q01
Faroe Islands,2022Q01
Fiji,2022Q01
Finland,2022Q01
France,2022Q01
French Guiana,2022Q01
French Polynesia,2022Q01
Gabon,2022Q01
Gambia,2022Q01
Georgia,2022Q01
Germany,2022Q01
Ghana,2022Q01
Gibraltar,2022Q01
Greece,2022Q01
Greenland,2022Q01
Grenada,2022Q01
Guadeloupe,2022Q01
Guam,2022Q01
Guatemala,2022Q01
Guernsey,2022Q01
Guinea,2022Q01
Guinea-Bissau,2022Q01
Guyana,2022Q01
Haiti,2022Q01
Honduras,2022Q01
Iceland,2022Q01
India,2022Q01
Indonesia,2022Q01
Iran (Islamic Republic of),2022Q01
Iraq,2022Q01
Ireland,2022Q01
Israel,2022Q01
Italy,2022Q01
Jamaica,2022Q01
Japan,2022Q01
Jersey,2022Q01
Jordan,2022Q01
Kenya,2022Q01
Kiribati,2022Q01
Kuwait,2022Q01
Latvia,2022Q01
Lebanon,2022Q01
Liberia,2022Q01
Libya,2022Q01
Lithuania,2022Q01
Madagascar,2022Q01
Malaysia,2022Q01
Maldives,2022Q01
Malta,2022Q01
Marshall Islands,2022Q01
Martinique,2022Q01
Mauritania,2022Q01
Mauritius,2022Q01
Mayotte,2022Q01
Mexico,2022Q01
Micronesia (Federated States of),2022Q01
Montenegro,2022Q01
Morocco,2022Q01
Mozambique,2022Q01
Myanmar,2022Q01
Namibia,2022Q01
Netherlands (Kingdom of the),2022Q01
Netherlands Antilles,2022Q01
New Caledonia,2022Q01
New Zealand,2022Q01
Nicaragua,2022Q01
Nigeria,2022Q01
Niue,2022Q01
Norfolk Island,2022Q01
Northern Mariana Islands,2022Q01
Norway,2022Q01
Oman,2022Q01
Pakistan,2022Q01
Palau,2022Q01
Panama,2022Q01
