economy,period,lsci_value,iso2,iso3,region,year,quarter,lsci_growth_pct
Puerto Rico,2019Q03,51.81114,PR,PRI,North America,2019,03,1.86
Puerto Rico,2019Q04,53.4168,PR,PRI,North America,2019,04,3.1
Puerto Rico,2020Q01,46.16921,PR,PRI,North America,2020,01,-13.57
Puerto Rico,2020Q02,46.29605,PR,PRI,North America,2020,02,0.27
Puerto Rico,2020Q03,45.82423,PR,PRI,North America,2020,03,-1.02
Puerto Rico,2020Q04,49.68843,PR,PRI,North America,2020,04,8.43
Puerto Rico,2021Q01,49.18876,PR,PRI,North America,2021,01,-1.01
Puerto Rico,2021Q02,49.19875,PR,PRI,North America,2021,02,0.02
Puerto Rico,2021Q03,49.19624,PR,PRI,North America,2021,03,-0.01
Puerto Rico,2021Q04,47.8794,PR,PRI,North America,2021,04,-2.68
Puerto Rico,2022Q01,45.69522,PR,PRI,North America,2022,01,-4.56
Puerto Rico,2022Q02,45.70392,PR,PRI,North America,2022,02,0.02
Puerto Rico,2022Q03,45.69522,PR,PRI,North America,2022,03,-0.02
Puerto Rico,2022Q04,44.52138,PR,PRI,North America,2022,04,-2.57
Puerto Rico,2023Q01,48.02142,PR,PRI,North America,2023,01,7.86
Puerto Rico,2023Q02,51.36108,PR,PRI,North America,2023,02,6.95
Puerto Rico,2023Q03,51.35303,PR,PRI,North America,2023,03,-0.02
Puerto Rico,2023Q04,51.3798,PR,PRI,North America,2023,04,0.05
Puerto Rico,2024Q01,52.56132,PR,PRI,North America,2024,01,2.3
Puerto Rico,2024Q02,44.77052,PR,PRI,North America,2024,02,-14.82
Puerto Rico,2024Q03,44.62137,PR,PRI,North America,2024,03,-0.33
Puerto Rico,2024Q04,44.5573,PR,PRI,North America,2024,04,-0.14
Qatar,2006Q01,39.79113,QA,QAT,Asia,2006,01,
Qatar,2006Q02,39.08346,QA,QAT,Asia,2006,02,-1.78
Qatar,2006Q03,39.18632,QA,QAT,Asia,2006,03,0.26
Qatar,2006Q04,39.18632,QA,QAT,Asia,2006,04,0.0
Qatar,2007Q01,39.18632,QA,QAT,Asia,2007,01,0.0
Qatar,2007Q02,42.01881,QA,QAT,Asia,2007,02,7.23
Qatar,2007Q03,42.01881,QA,QAT,Asia,2007,03,0.0
Qatar,2007Q04,44.9168,QA,QAT,Asia,2007,04,6.9
Qatar,2008Q01,44.61812,QA,QAT,Asia,2008,01,-0.66
Qatar,2008Q02,43.98873,QA,QAT,Asia,2008,02,-1.41
Qatar,2008Q03,49.12865,QA,QAT,Asia,2008,03,11.68
Qatar,2008Q04,45.00476,QA,QAT,Asia,2008,04,-8.39
Qatar,2009Q01,40.51352,QA,QAT,Asia,2009,01,-9.98
Qatar,2009Q02,36.16838,QA,QAT,Asia,2009,02,-10.73
Qatar,2009Q03,36.78629,QA,QAT,Asia,2009,03,1.71
Qatar,2009Q04,36.47614,QA,QAT,Asia,2009,04,-0.84
Qatar,2010Q01,36.47614,QA,QAT,Asia,2010,01,0.0
Qatar,2010Q02,31.88735,QA,QAT,Asia,2010,02,-12.58
Qatar,2010Q03,32.56479,QA,QAT,Asia,2010,03,2.12
Qatar,2010Q04,32.89277,QA,QAT,Asia,2010,04,1.01
Qatar,2011Q01,35.50472,QA,QAT,Asia,2011,01,7.94
Qatar,2011Q02,37.31362,QA,QAT,Asia,2011,02,5.09
Qatar,2011Q03,35.96006,QA,QAT,Asia,2011,03,-3.63
Qatar,2011Q04,37.25173,QA,QAT,Asia,2011,04,3.59
Qatar,2012Q01,41.51617,QA,QAT,Asia,2012,01,11.45
Qatar,2012Q02,39.41068,QA,QAT,Asia,2012,02,-5.07
Qatar,2012Q03,39.41068,QA,QAT,Asia,2012,03,0.0
Qatar,2012Q04,36.81853,QA,QAT,Asia,2012,04,-6.58
Qatar,2013Q01,32.14663,QA,QAT,Asia,2013,01,-12.69
Qatar,2013Q02,29.86884,QA,QAT,Asia,2013,02,-7.09
Qatar,2013Q03,32.25441,QA,QAT,Asia,2013,03,7.99
Qatar,2013Q04,33.47867,QA,QAT,Asia,2013,04,3.8
Qatar,2014Q01,33.47867,QA,QAT,Asia,2014,01,0.0
Qatar,2014Q02,38.59436,QA,QAT,Asia,2014,02,15.28
Qatar,2014Q03,38.72984,QA,QAT,Asia,2014,03,0.35
Qatar,2014Q04,33.53399,QA,QAT,Asia,2014,04,-13.42
Qatar,2015Q01,34.54017,QA,QAT,Asia,2015,01,3.0
Qatar,2015Q02,38.06881,QA,QAT,Asia,2015,02,10.22
Qatar,2015Q03,39.22868,QA,QAT,Asia,2015,03,3.05
Qatar,2015Q04,45.06623,QA,QAT,Asia,2015,04,14.88
Qatar,2016Q01,45.41094,QA,QAT,Asia,2016,01,0.76
Qatar,2016Q02,37.16341,QA,QAT,Asia,2016,02,-18.16
Qatar,2016Q03,44.56306,QA,QAT,Asia,2016,03,19.91
Qatar,2016Q04,31.98816,QA,QAT,Asia,2016,04,-28.22
Qatar,2017Q01,53.47496,QA,QAT,Asia,2017,01,67.17
Qatar,2017Q02,58.29863,QA,QAT,Asia,2017,02,9.02
Qatar,2017Q03,21.56375,QA,QAT,Asia,2017,03,-63.01
Qatar,2017Q04,63.83395,QA,QAT,Asia,2017,04,196.02
Qatar,2018Q01,83.13446,QA,QAT,Asia,2018,01,30.24
Qatar,2018Q02,84.32297,QA,QAT,Asia,2018,02,1.43
Qatar,2018Q03,86.75147,QA,QAT,Asia,2018,03,2.88
Qatar,2018Q04,92.35317,QA,QAT,Asia,2018,04,6.46
Qatar,2019Q01,88.18891,QA,QAT,Asia,2019,01,-4.51
Qatar,2019Q02,90.11951,QA,QAT,Asia,2019,02,2.19
Qatar,2019Q03,90.39211,QA,QAT,Asia,2019,03,0.3
Qatar,2019Q04,87.82619,QA,QAT,Asia,2019,04,-2.84
Qatar,2020Q01,85.68901,QA,QAT,Asia,2020,01,-2.43
Qatar,2020Q02,98.9245,QA,QAT,Asia,2020,02,15.45
Qatar,2020Q03,86.60458,QA,QAT,Asia,2020,03,-12.45
Qatar,2020Q04,94.60829,QA,QAT,Asia,2020,04,9.24
Qatar,2021Q01,96.77129,QA,QAT,Asia,2021,01,2.29
Qatar,2021Q02,102.36481,QA,QAT,Asia,2021,02,5.78
Qatar,2021Q03,98.26118,QA,QAT,Asia,2021,03,-4.01
Qatar,2021Q04,94.12066,QA,QAT,Asia,2021,04,-4.21
Qatar,2022Q01,90.82035,QA,QAT,Asia,2022,01,-3.51
Qatar,2022Q02,90.31989,QA,QAT,Asia,2022,02,-0.55
Qatar,2022Q03,99.046,QA,QAT,Asia,2022,03,9.66
Qatar,2022Q04,95.77077,QA,QAT,Asia,2022,04,-3.31
Qatar,2023Q01,113.02161,QA,QAT,Asia,2023,01,18.01
Qatar,2023Q02,115.08808,QA,QAT,Asia,2023,02,1.83
Qatar,2023Q03,110.85978,QA,QAT,Asia,2023,03,-3.67
Qatar,2023Q04,106.66363,QA,QAT,Asia,2023,04,-3.79
Qatar,2024Q01,108.50548,QA,QAT,Asia,2024,01,1.73
Qatar,2024Q02,108.98495,QA,QAT,Asia,2024,02,0.44
Qatar,2024Q03,101.51212,QA,QAT,Asia,2024,03,-6.86
Qatar,2024Q04,100.40828,QA,QAT,Asia,2024,04,-1.09
Republic of Korea,2006Q01,428.34691,,,,2006,01,
Republic of Korea,2006Q02,431.47618,,,,2006,02,0.73
Republic of Korea,2006Q03,432.30873,,,,2006,03,0.19
Republic of Korea,2006Q04,438.42559,,,,2006,04,1.41
Republic of Korea,2007Q01,444.9776,,,,2007,01,1.49
Republic of Korea,2007Q02,443.67611,,,,2007,02,-0.29
Republic of Korea,2007Q03,453.90764,,,,2007,03,2.31
Republic of Korea,2007Q04,465.22853,,,,2007,04,2.49
Republic of Korea,2008Q01,457.7591,,,,2008,01,-1.61
Republic of Korea,2008Q02,456.89135,,,,2008,02,-0.19
Republic of Korea,2008Q03,461.15589,,,,2008,03,0.93
Republic of Korea,2008Q04,458.14384,,,,2008,04,-0.65
Republic of Korea,2009Q01,470.66612,,,,2009,01,2.73
Republic of Korea,2009Q02,474.84566,,,,2009,02,0.89
Republic of Korea,2009Q03,456.55235,,,,2009,03,-3.85
Republic of Korea,2009Q04,457.07556,,,,2009,04,0.11
Republic of Korea,2010Q01,455.57644,,,,2010,01,-0.33
Republic of Korea,2010Q02,478.93466,,,,2010,02,5.13
Republic of Korea,2010Q03,518.00347,,,,2010,03,8.16
Republic of Korea,2010Q04,509.75532,,,,2010,04,-1.59
Republic of Korea,2011Q01,513.72625,,,,2011,01,0.78
Republic of Korea,2011Q02,530.35392,,,,2011,02,3.24
Republic of Korea,2011Q03,528.61387,,,,2011,03,-0.33
Republic of Korea,2011Q04,519.92536,,,,2011,04,-1.64
Republic of Korea,2012Q01,500.69047,,,,2012,01,-3.7
Republic of Korea,2012Q02,506.11455,,,,2012,02,1.08
Republic of Korea,2012Q03,519.58327,,,,2012,03,2.66
Republic of Korea,2012Q04,527.6342,,,,2012,04,1.55
Republic of Korea,2013Q01,525.49233,,,,2013,01,-0.41
Republic of Korea,2013Q02,520.24833,,,,2013,02,-1.0
Republic of Korea,2013Q03,517.53448,,,,2013,03,-0.52
Republic of Korea,2013Q04,520.48468,,,,2013,04,0.57
Republic of Korea,2014Q01,507.38602,,,,2014,01,-2.52
Republic of Korea,2014Q02,506.76058,,,,2014,02,-0.12
Republic of Korea,2014Q03,503.90353,,,,2014,03,-0.56
Republic of Korea,2014Q04,508.88355,,,,2014,04,0.99
Republic of Korea,2015Q01,519.49437,,,,2015,01,2.09
Republic of Korea,2015Q02,529.69821,,,,2015,02,1.96
Republic of Korea,2015Q03,541.54817,,,,2015,03,2.24
Republic of Korea,2015Q04,529.38771,,,,2015,04,-2.25
Republic of Korea,2016Q01,536.18474,,,,2016,01,1.28
Republic of Korea,2016Q02,536.44908,,,,2016,02,0.05
Republic of Korea,2016Q03,546.43369,,,,2016,03,1.86
Republic of Korea,2016Q04,526.65095,,,,2016,04,-3.62
Republic of Korea,2017Q01,528.1223,,,,2017,01,0.28
Republic of Korea,2017Q02,536.44094,,,,2017,02,1.58
Republic of Korea,2017Q03,542.20245,,,,2017,03,1.07
Republic of Korea,2017Q04,543.28888,,,,2017,04,0.2
Republic of Korea,2018Q01,545.6273,,,,2018,01,0.43
Republic of Korea,2018Q02,555.16542,,,,2018,02,1.75
Republic of Korea,2018Q03,555.97665,,,,2018,03,0.15
Republic of Korea,2018Q04,553.31646,,,,2018,04,-0.48
Republic of Korea,2019Q01,556.09219,,,,2019,01,0.5
Republic of Korea,2019Q02,568.42032,,,,2019,02,2.22
Republic of Korea,2019Q03,565.5093,,,,2019,03,-0.51
Republic of Korea,2019Q04,559.25543,,,,2019,04,-1.11
Republic of Korea,2020Q01,558.90863,,,,2020,01,-0.06
Republic of Korea,2020Q02,543.01179,,,,2020,02,-2.84
Republic of Korea,2020Q03,549.60754,,,,2020,03,1.21
Republic of Korea,2020Q04,555.81353,,,,2020,04,1.13
Republic of Korea,2021Q01,552.7841,,,,2021,01,-0.55
Republic of Korea,2021Q02,560.25749,,,,2021,02,1.35
Republic of Korea,2021Q03,561.54268,,,,2021,03,0.23
Republic of Korea,2021Q04,583.05981,,,,2021,04,3.83
Republic of Korea,2022Q01,587.33939,,,,2022,01,0.73
Republic of Korea,2022Q02,582.03172,,,,2022,02,-0.9
Republic of Korea,2022Q03,598.73692,,,,2022,03,2.87
Republic of Korea,2022Q04,596.68213,,,,2022,04,-0.34
Republic of Korea,2023Q01,601.17692,,,,2023,01,0.75
Republic of Korea,2023Q02,622.05915,,,,2023,02,3.47
Republic of Korea,2023Q03,638.07683,,,,2023,03,2.57
Republic of Korea,2023Q04,639.46216,,,,2023,04,0.22
Republic of Korea,2024Q01,640.26701,,,,2024,01,0.13
Republic of Korea,2024Q02,640.37758,,,,2024,02,0.02
Republic of Korea,2024Q03,638.87673,,,,2024,03,-0.23
Republic of Korea,2024Q04,640.54424,,,,2024,04,0.26
Republic of Moldova,2012Q01,3.37943,MD,MDA,Europe,2012,01,
Republic of Moldova,2012Q02,3.37943,MD,MDA,Europe,2012,02,0.0
Republic of Moldova,2012Q03,3.37943,MD,MDA,Europe,2012,03,0.0
Republic of Moldova,2012Q04,3.37943,MD,MDA,Europe,2012,04,0.0
Republic of Moldova,2013Q01,3.06205,MD,MDA,Europe,2013,01,-9.39
Republic of Moldova,2013Q02,3.4975,MD,MDA,Europe,2013,02,14.22
Republic of Moldova,2013Q03,3.4975,MD,MDA,Europe,2013,03,0.0
Republic of Moldova,2013Q04,3.4975,MD,MDA,Europe,2013,04,0.0
Republic of Moldova,2014Q01,3.4975,MD,MDA,Europe,2014,01,0.0
Republic of Moldova,2014Q02,3.4975,MD,MDA,Europe,2014,02,0.0
Republic of Moldova,2014Q03,3.4975,MD,MDA,Europe,2014,03,0.0
Republic of Moldova,2014Q04,3.4975,MD,MDA,Europe,2014,04,0.0
Republic of Moldova,2015Q01,3.4975,MD,MDA,Europe,2015,01,0.0
Republic of Moldova,2015Q02,3.64656,MD,MDA,Europe,2015,02,4.26
Republic of Moldova,2015Q03,3.64656,MD,MDA,Europe,2015,03,0.0
Republic of Moldova,2015Q04,3.64656,MD,MDA,Europe,2015,04,0.0
Republic of Moldova,2016Q01,3.64656,MD,MDA,Europe,2016,01,0.0
Republic of Moldova,2016Q02,3.64656,MD,MDA,Europe,2016,02,0.0
Republic of Moldova,2016Q03,3.64656,MD,MDA,Europe,2016,03,0.0
Republic of Moldova,2016Q04,3.64656,MD,MDA,Europe,2016,04,0.0
Republic of Moldova,2017Q01,3.64656,MD,MDA,Europe,2017,01,0.0
Republic of Moldova,2017Q02,3.64656,MD,MDA,Europe,2017,02,0.0
Republic of Moldova,2017Q03,3.64656,MD,MDA,Europe,2017,03,0.0
Republic of Moldova,2017Q04,3.64656,MD,MDA,Europe,2017,04,0.0
Republic of Moldova,2018Q01,3.64656,MD,MDA,Europe,2018,01,0.0
Republic of Moldova,2018Q02,3.64656,MD,MDA,Europe,2018,02,0.0
Republic of Moldova,2018Q03,3.64284,MD,MDA,Europe,2018,03,-0.1
Republic of Moldova,2018Q04,3.64284,MD,MDA,Europe,2018,04,0.0
Republic of Moldova,2019Q01,3.64284,MD,MDA,Europe,2019,01,0.0
Republic of Moldova,2019Q02,3.64284,MD,MDA,Europe,2019,02,0.0
Republic of Moldova,2019Q03,3.64284,MD,MDA,Europe,2019,03,0.0
Republic of Moldova,2019Q04,3.64284,MD,MDA,Europe,2019,04,0.0
Republic of Moldova,2020Q01,3.06634,MD,MDA,Europe,2020,01,-15.83
Republic of Moldova,2020Q02,3.06634,MD,MDA,Europe,2020,02,0.0
Republic of Moldova,2020Q03,3.06634,MD,MDA,Europe,2020,03,0.0
Republic of Moldova,2020Q04,3.06634,MD,MDA,Europe,2020,04,0.0
Republic of Moldova,2021Q01,3.06634,MD,MDA,Europe,2021,01,0.0
Republic of Moldova,2021Q02,3.06634,MD,MDA,Europe,2021,02,0.0
Reunion,2006Q01,46.049,,,,2006,01,
Reunion,2006Q02,45.13326,,,,2006,02,-1.99
Reunion,2006Q03,44.97132,,,,2006,03,-0.36
Reunion,2006Q04,45.31888,,,,2006,04,0.77
Reunion,2007Q01,45.78136,,,,2007,01,1.02
Reunion,2007Q02,47.28962,,,,2007,02,3.29
Reunion,2007Q03,46.33517,,,,2007,03,-2.02
Reunion,2007Q04,47.48481,,,,2007,04,2.48
Reunion,2008Q01,47.50168,,,,2008,01,0.04
Reunion,2008Q02,46.15161,,,,2008,02,-2.84
Reunion,2008Q03,47.59181,,,,2008,03,3.12
Reunion,2008Q04,44.91238,,,,2008,04,-5.63
Reunion,2009Q01,50.20405,,,,2009,01,11.78
Reunion,2009Q02,48.82965,,,,2009,02,-2.74
Reunion,2009Q03,51.83803,,,,2009,03,6.16
Reunion,2009Q04,51.65257,,,,2009,04,-0.36
Reunion,2010Q01,48.53258,,,,2010,01,-6.04
Reunion,2010Q02,45.09907,,,,2010,02,-7.07
Reunion,2010Q03,44.75917,,,,2010,03,-0.75
Reunion,2010Q04,47.58977,,,,2010,04,6.32
Reunion,2011Q01,52.675110000000004,,,,2011,01,10.69
Reunion,2011Q02,47.82265,,,,2011,02,-9.21
Reunion,2011Q03,46.71392,,,,2011,03,-2.32
Reunion,2011Q04,44.46831,,,,2011,04,-4.81
Reunion,2012Q01,31.14763,,,,2012,01,-29.96
Reunion,2012Q02,43.26373,,,,2012,02,38.9
Reunion,2012Q03,41.03399,,,,2012,03,-5.15
Reunion,2012Q04,41.1105,,,,2012,04,0.19
Reunion,2013Q01,43.22139,,,,2013,01,5.13
Reunion,2013Q02,41.98744,,,,2013,02,-2.85
Reunion,2013Q03,42.3764,,,,2013,03,0.93
Reunion,2013Q04,43.40194,,,,2013,04,2.42
Reunion,2014Q01,46.34608,,,,2014,01,6.78
Reunion,2014Q02,42.90244,,,,2014,02,-7.43
Reunion,2014Q03,40.42586,,,,2014,03,-5.77
Reunion,2014Q04,45.35802,,,,2014,04,12.2
Reunion,2015Q01,43.46555,,,,2015,01,-4.17
Reunion,2015Q02,45.48106,,,,2015,02,4.64
Reunion,2015Q03,46.29502,,,,2015,03,1.79
Reunion,2015Q04,46.57496,,,,2015,04,0.6
Reunion,2016Q01,54.44646,,,,2016,01,16.9
Reunion,2016Q02,61.30625,,,,2016,02,12.6
Reunion,2016Q03,63.16789,,,,2016,03,3.04
Reunion,2016Q04,58.9894,,,,2016,04,-6.61
Reunion,2017Q01,59.9069,,,,2017,01,1.56
Reunion,2017Q02,57.01325,,,,2017,02,-4.83
Reunion,2017Q03,55.7133,,,,2017,03,-2.28
Reunion,2017Q04,58.89162,,,,2017,04,5.7
Reunion,2018Q01,58.26896,,,,2018,01,-1.06
Reunion,2018Q02,53.50332,,,,2018,02,-8.18
Reunion,2018Q03,44.14439,,,,2018,03,-17.49
Reunion,2018Q04,44.15639,,,,2018,04,0.03
Reunion,2019Q01,44.92971,,,,2019,01,1.75
Reunion,2019Q02,45.07013,,,,2019,02,0.31
Reunion,2019Q03,45.08799,,,,2019,03,0.04
Reunion,2019Q04,54.66147,,,,2019,04,21.23
Reunion,2020Q01,53.91195,,,,2020,01,-1.37
Reunion,2020Q02,46.21745,,,,2020,02,-14.27
Reunion,2020Q03,46.23289,,,,2020,03,0.03
Reunion,2020Q04,47.21807,,,,2020,04,2.13
Reunion,2021Q01,47.2249,,,,2021,01,0.01
Reunion,2021Q02,47.23252,,,,2021,02,0.02
Reunion,2021Q03,45.40683,,,,2021,03,-3.87
Reunion,2021Q04,48.65906,,,,2021,04,7.16
Reunion,2022Q01,48.66587,,,,2022,01,0.01
Reunion,2022Q02,48.63217,,,,2022,02,-0.07
Reunion,2022Q03,50.18747,,,,2022,03,3.2
Reunion,2022Q04,52.95734,,,,2022,04,5.52
Reunion,2023Q01,51.38697,,,,2023,01,-2.97
Reunion,2023Q02,48.72908,,,,2023,02,-5.17
Reunion,2023Q03,49.49173,,,,2023,03,1.57
Reunion,2023Q04,49.5387,,,,2023,04,0.09
Reunion,2024Q01,48.87387,,,,2024,01,-1.34
Reunion,2024Q02,49.71469,,,,2024,02,1.72
Reunion,2024Q03,49.60311,,,,2024,03,-0.22
Reunion,2024Q04,70.28534,,,,2024,04,41.7
Romania,2006Q01,63.41425,RO,ROU,Europe,2006,01,
Romania,2006Q02,66.5517,RO,ROU,Europe,2006,02,4.95
Romania,2006Q03,67.80614,RO,ROU,Europe,2006,03,1.88
Romania,2006Q04,69.65869,RO,ROU,Europe,2006,04,2.73
Romania,2007Q01,67.38356,RO,ROU,Europe,2007,01,-3.27
Romania,2007Q02,73.18876,RO,ROU,Europe,2007,02,8.62
Romania,2007Q03,81.09388,RO,ROU,Europe,2007,03,10.8
Romania,2007Q04,85.89312,RO,ROU,Europe,2007,04,5.92
Romania,2008Q01,87.37317,RO,ROU,Europe,2008,01,1.72
Romania,2008Q02,83.17989,RO,ROU,Europe,2008,02,-4.8
Romania,2008Q03,80.09688,RO,ROU,Europe,2008,03,-3.71
Romania,2008Q04,77.99327,RO,ROU,Europe,2008,04,-2.63
Romania,2009Q01,66.7563,RO,ROU,Europe,2009,01,-14.41
Romania,2009Q02,57.13408,RO,ROU,Europe,2009,02,-14.41
Romania,2009Q03,54.40666,RO,ROU,Europe,2009,03,-4.77
Romania,2009Q04,54.482,RO,ROU,Europe,2009,04,0.14
Romania,2010Q01,55.88661,RO,ROU,Europe,2010,01,2.58
Romania,2010Q02,51.84596,RO,ROU,Europe,2010,02,-7.23
Romania,2010Q03,51.85789,RO,ROU,Europe,2010,03,0.02
Romania,2010Q04,49.50636,RO,ROU,Europe,2010,04,-4.53
Romania,2011Q01,50.45088,RO,ROU,Europe,2011,01,1.91
Romania,2011Q02,50.44413,RO,ROU,Europe,2011,02,-0.01
Romania,2011Q03,49.68042,RO,ROU,Europe,2011,03,-1.51
Romania,2011Q04,56.31361,RO,ROU,Europe,2011,04,13.35
Romania,2012Q01,52.16009,RO,ROU,Europe,2012,01,-7.38
Romania,2012Q02,49.55717,RO,ROU,Europe,2012,02,-4.99
Romania,2012Q03,56.75943,RO,ROU,Europe,2012,03,14.53
Romania,2012Q04,63.45133,RO,ROU,Europe,2012,04,11.79
Romania,2013Q01,63.53122,RO,ROU,Europe,2013,01,0.13
Romania,2013Q02,65.55066,RO,ROU,Europe,2013,02,3.18
Romania,2013Q03,64.96996,RO,ROU,Europe,2013,03,-0.89
Romania,2013Q04,61.6382,RO,ROU,Europe,2013,04,-5.13
Romania,2014Q01,62.12015,RO,ROU,Europe,2014,01,0.78
Romania,2014Q02,63.8315,RO,ROU,Europe,2014,02,2.75
Romania,2014Q03,65.2806,RO,ROU,Europe,2014,03,2.27
Romania,2014Q04,67.39062,RO,ROU,Europe,2014,04,3.23
Romania,2015Q01,67.75,RO,ROU,Europe,2015,01,0.53
Romania,2015Q02,69.58647,RO,ROU,Europe,2015,02,2.71
Romania,2015Q03,71.17631,RO,ROU,Europe,2015,03,2.28
Romania,2015Q04,68.37533,RO,ROU,Europe,2015,04,-3.94
Romania,2016Q01,65.78955,RO,ROU,Europe,2016,01,-3.78
Romania,2016Q02,64.91549,RO,ROU,Europe,2016,02,-1.33
Romania,2016Q03,74.50041,RO,ROU,Europe,2016,03,14.77
Romania,2016Q04,63.59504,RO,ROU,Europe,2016,04,-14.64
Romania,2017Q01,62.19314,RO,ROU,Europe,2017,01,-2.2
Romania,2017Q02,71.25988,RO,ROU,Europe,2017,02,14.58
Romania,2017Q03,63.57144,RO,ROU,Europe,2017,03,-10.79
Romania,2017Q04,65.19793,RO,ROU,Europe,2017,04,2.56
Romania,2018Q01,65.08841,RO,ROU,Europe,2018,01,-0.17
Romania,2018Q02,65.21378,RO,ROU,Europe,2018,02,0.19
Romania,2018Q03,62.87859,RO,ROU,Europe,2018,03,-3.58
Romania,2018Q04,60.26734,RO,ROU,Europe,2018,04,-4.15
Romania,2019Q01,60.23105,RO,ROU,Europe,2019,01,-0.06
Romania,2019Q02,60.2721,RO,ROU,Europe,2019,02,0.07
Romania,2019Q03,62.19158,RO,ROU,Europe,2019,03,3.18
Romania,2019Q04,58.99106,RO,ROU,Europe,2019,04,-5.15
Romania,2020Q01,57.94216,RO,ROU,Europe,2020,01,-1.78
Romania,2020Q02,60.32072,RO,ROU,Europe,2020,02,4.11
Romania,2020Q03,58.53586,RO,ROU,Europe,2020,03,-2.96
Romania,2020Q04,60.70592,RO,ROU,Europe,2020,04,3.71
Romania,2021Q01,61.30354,RO,ROU,Europe,2021,01,0.98
Romania,2021Q02,61.38719,RO,ROU,Europe,2021,02,0.14
Romania,2021Q03,60.07386,RO,ROU,Europe,2021,03,-2.14
Romania,2021Q04,61.90705,RO,ROU,Europe,2021,04,3.05
Romania,2022Q01,65.40726,RO,ROU,Europe,2022,01,5.65
Romania,2022Q02,66.15933,RO,ROU,Europe,2022,02,1.15
Romania,2022Q03,66.97491,RO,ROU,Europe,2022,03,1.23
Romania,2022Q04,65.69303,RO,ROU,Europe,2022,04,-1.91
Romania,2023Q01,66.84773,RO,ROU,Europe,2023,01,1.76
Romania,2023Q02,66.46497,RO,ROU,Europe,2023,02,-0.57
Romania,2023Q03,71.75029,RO,ROU,Europe,2023,03,7.95
Romania,2023Q04,69.97776,RO,ROU,Europe,2023,04,-2.47
Romania,2024Q01,79.94874,RO,ROU,Europe,2024,01,14.25
Romania,2024Q02,56.75922,RO,ROU,Europe,2024,02,-29.01
Romania,2024Q03,56.97499,RO,ROU,Europe,2024,03,0.38
Romania,2024Q04,57.26873,RO,ROU,Europe,2024,04,0.52
Russian Federation,2006Q01,125.42823,RU,RUS,Europe,2006,01,
Russian Federation,2006Q02,131.11672,RU,RUS,Europe,2006,02,4.54
Russian Federation,2006Q03,129.71343,RU,RUS,Europe,2006,03,-1.07
Russian Federation,2006Q04,133.4618,RU,RUS,Europe,2006,04,2.89
Russian Federation,2007Q01,137.77154,RU,RUS,Europe,2007,01,3.23
Russian Federation,2007Q02,135.90579,RU,RUS,Europe,2007,02,-1.35
Russian Federation,2007Q03,139.30464,RU,RUS,Europe,2007,03,2.5
Russian Federation,2007Q04,148.46264,RU,RUS,Europe,2007,04,6.57
Russian Federation,2008Q01,151.50726,RU,RUS,Europe,2008,01,2.05
Russian Federation,2008Q02,151.12394,RU,RUS,Europe,2008,02,-0.25
Russian Federation,2008Q03,148.27607,RU,RUS,Europe,2008,03,-1.88
Russian Federation,2008Q04,160.52816,RU,RUS,Europe,2008,04,8.26
Russian Federation,2009Q01,160.68601,RU,RUS,Europe,2009,01,0.1
Russian Federation,2009Q02,156.88782,RU,RUS,Europe,2009,02,-2.36
Russian Federation,2009Q03,139.44773,RU,RUS,Europe,2009,03,-11.12
Russian Federation,2009Q04,142.49027,RU,RUS,Europe,2009,04,2.18
Russian Federation,2010Q01,148.5701,RU,RUS,Europe,2010,01,4.27
Russian Federation,2010Q02,153.71204,RU,RUS,Europe,2010,02,3.46
Russian Federation,2010Q03,162.78676,RU,RUS,Europe,2010,03,5.9
Russian Federation,2010Q04,161.03826,RU,RUS,Europe,2010,04,-1.07
Russian Federation,2011Q01,161.72906,RU,RUS,Europe,2011,01,0.43
Russian Federation,2011Q02,161.92342,RU,RUS,Europe,2011,02,0.12
Russian Federation,2011Q03,174.73919,RU,RUS,Europe,2011,03,7.91
Russian Federation,2011Q04,178.71868,RU,RUS,Europe,2011,04,2.28
Russian Federation,2012Q01,185.54445,RU,RUS,Europe,2012,01,3.82
Russian Federation,2012Q02,218.44873,RU,RUS,Europe,2012,02,17.73
Russian Federation,2012Q03,225.01983,RU,RUS,Europe,2012,03,3.01
Russian Federation,2012Q04,232.81146,RU,RUS,Europe,2012,04,3.46
Russian Federation,2013Q01,231.33712,RU,RUS,Europe,2013,01,-0.63
Russian Federation,2013Q02,225.08807,RU,RUS,Europe,2013,02,-2.7
Russian Federation,2013Q03,229.60065,RU,RUS,Europe,2013,03,2.0
Russian Federation,2013Q04,235.49725,RU,RUS,Europe,2013,04,2.57
Russian Federation,2014Q01,235.83293,RU,RUS,Europe,2014,01,0.14
Russian Federation,2014Q02,241.24008,RU,RUS,Europe,2014,02,2.29
Russian Federation,2014Q03,234.23877,RU,RUS,Europe,2014,03,-2.9
Russian Federation,2014Q04,232.94718,RU,RUS,Europe,2014,04,-0.55
Russian Federation,2015Q01,228.74323,RU,RUS,Europe,2015,01,-1.8
Russian Federation,2015Q02,223.54399,RU,RUS,Europe,2015,02,-2.27
Russian Federation,2015Q03,217.10906,RU,RUS,Europe,2015,03,-2.88
Russian Federation,2015Q04,233.91816,RU,RUS,Europe,2015,04,7.74
Russian Federation,2016Q01,229.87052,RU,RUS,Europe,2016,01,-1.73
